seed,variant,best_epoch,dev_vad_rmse,dev_perplexity,full_rank_fraction,neighborhood_overlap,euclidean_human_spearman,graph_human_spearman,low_spread_warning
42,baseline,2,0.12548184394836426,241.72337347175142,1.0,0.26953125,-0.026682813932403616,-0.03458147718377772,True
42,neighborhood,2,0.12553525467713675,241.7372290888563,1.0,0.26953125,-0.026441136029826322,-0.032629073765724,True
42,decoder,2,0.12553299218416214,238.71202905219243,1.0,0.26171875,-0.02689552982386839,-0.033963932366184994,True
42,decoder_neighborhood,2,0.12558559079964957,238.72475127117852,1.0,0.26171875,-0.027136568496998383,-0.03350855514222399,True
