id,private_reference,rank,sigma_max,sigma_middle,sigma_min,threshold,metric_0_0,metric_0_1,metric_0_2,metric_1_0,metric_1_1,metric_1_2,metric_2_0,metric_2_1,metric_2_2
20000419_apw_eng-NEW_95_111,train_mean,3,0.418845779706902,0.3859019754387533,0.36134245499360734,4.18845779706902e-05,0.15449174848518574,0.0036035879894154915,-0.019739809603237873,0.0036035879894154915,0.14432490906192105,0.008080798795769416,-0.019739809603237873,0.008080798795769416,0.15610383405951517
easy_money_10424_10432,train_mean,3,0.4181883536497977,0.3829380474804383,0.36148845824513276,4.181883536497977e-05,0.15145294002628137,0.0011845818122428794,-0.019738269582575834,0.0011845818122428794,0.1443909537907252,0.008600212073445756,-0.019738269582575834,0.008600212073445756,0.15635305896389523
Nathans_Bylichka_14294_14314,train_mean,3,0.4200710432175645,0.3831243077215156,0.3619095189398872,4.200710432175645e-05,0.15311226118851085,0.0011391893859899757,-0.0201887979880265,0.0011391893859899757,0.14406721711945117,0.00894470943495283,-0.0201887979880265,0.00894470943495283,0.15704293810832215
SemEval_229,train_mean,3,0.4184944929444249,0.38801542940176836,0.3614398001561242,4.1849449294442497e-05,0.15651673518342837,0.005250469389696151,-0.019213906439530845,0.005250469389696151,0.14467179365368024,0.0076246044638327015,-0.019213906439530845,0.0076246044638327015,0.1551438143784405
wsj_0106_194_273,train_mean,3,0.41794902720754895,0.38778076174514686,0.36165421295571215,4.17949027207549e-05,0.15621898312012938,0.004893468233692522,-0.019010706296451435,0.004893468233692522,0.1447665622774381,0.007673510670024454,-0.019010706296451435,0.007673510670024454,0.1548635328744309
SemEval_1382,train_mean,3,0.4186208159969177,0.3856067612597629,0.3609749297208021,4.186208159969177e-05,0.15366783382447488,0.0036274972433160977,-0.01984792283284682,0.0036274972433160977,0.14429701709153614,0.007980474481098138,-0.01984792283284682,0.007980474481098138,0.1562740108860962
HistoryLasVegas_12218_12346,train_mean,3,0.41862435835563416,0.3877594374541654,0.3626343627811592,4.186243583556342e-05,0.15771690813706857,0.004048929443972639,-0.018784723852482053,0.004048929443972639,0.14476485927125163,0.008146979296092784,-0.018784723852482053,0.008146979296092784,0.1546256484048143
Black_and_white_6898_6942,train_mean,3,0.41798232811645725,0.3873301195204078,0.3618371213186963,4.179823281164573e-05,0.15598990427924997,0.004373994473701926,-0.019036839805503112,0.004373994473701926,0.14471817601198275,0.007842073266381065,-0.019036839805503112,0.007842073266381065,0.1549518701783154
Bartok_3174_3210,train_mean,3,0.4175293028763139,0.38611708888916024,0.3618835858122447,4.175293028763139e-05,0.1545747985054907,0.0033692395227516462,-0.019083299218040937,0.0033692395227516462,0.1446904668148167,0.008032869470993017,-0.019083299218040937,0.008032869470993017,0.1551115894526413
SemEval_1084,train_mean,3,0.4192067791258228,0.38655676953023627,0.3611168250851769,4.192067791258228e-05,0.15507991934793877,0.004283709049612694,-0.01984183545591838,0.004283709049612694,0.1442875515401728,0.007924020744755667,-0.01984183545591838,0.007924020744755667,0.15619835020618522
