valence,arousal,dominance,sigma_min,near_training,pc1,pc2,pc3
-0.05872100964188576,-0.037757158279418945,0.049672711281604436,0.3620800261118967,True,0.9912263691112078,-0.0379604984557228,-0.013432252670578564
-0.05872100964188576,-0.02495696023106575,0.049672711281604436,0.36191866279793516,True,0.9914929488938948,-0.03897848547346412,-0.01333673701169305
-0.05872100964188576,-0.012156760320067406,0.049672711281604436,0.36175592112452143,True,0.9917428360788789,-0.03999429511557952,-0.013240713360898517
-0.05872100964188576,0.0006434386596083641,0.049672711281604436,0.36159199030345934,True,0.9919760296159293,-0.04100791286640326,-0.013144183710779668
-0.05872100964188576,0.013443637639284134,0.049672711281604436,0.3614270433845599,True,0.9921925287650345,-0.04201932452314358,-0.013047150014131944
-0.05872100964188576,0.02624383568763733,0.049672711281604436,0.36126123910862895,True,0.9923923329886852,-0.04302851575322202,-0.012949614226002193
-0.05872100964188576,0.039044033735990524,0.049672711281604436,0.3610947234206932,True,0.9925754420150209,-0.04403547238924736,-0.012851578275534337
-0.05872100964188576,0.05184423178434372,0.049672711281604436,0.36092763087463375,True,0.9927418557913134,-0.04504018020894898,-0.012753044087254719
-0.05872100964188576,0.06464443355798721,0.049672711281604436,0.3607600857730665,True,0.9928915745415964,-0.04604262530088084,-0.012654013545222708
-0.05872100964188576,0.07744462788105011,0.049672711281604436,0.3605922034658105,True,0.9930245985610547,-0.04704279260796817,-0.012554488637584783
-0.05872100964188576,0.0902448296546936,0.049672711281604436,0.36042409073975673,True,0.993140928658996,-0.04804066913235083,-0.01245447113854952
-0.04832031577825546,-0.037757158279418945,0.049672711281604436,0.362248545708953,True,0.9890034073087113,-0.03781281157815045,-0.012992540807199865
-0.04832031577825546,-0.02495696023106575,0.049672711281604436,0.362083809745587,True,0.9892675551815606,-0.038831117167144595,-0.012896878682910916
-0.04832031577825546,-0.012156760320067406,0.049672711281604436,0.3619179103646816,True,0.9895150169365952,-0.039847247032930674,-0.012800711715878987
-0.04832031577825546,0.0006434386596083641,0.049672711281604436,0.3617510203092061,True,0.989745791594349,-0.04086118664721582,-0.01270404189901012
-0.04832031577825546,0.013443637639284134,0.049672711281604436,0.3615832975836143,True,0.9899598784848136,-0.04187292179472895,-0.012606871185384791
-0.04832031577825546,0.02624383568763733,0.049672711281604436,0.36141488718145925,True,0.9901572771407661,-0.042882438130416096,-0.012509201530361337
-0.04832031577825546,0.039044033735990524,0.049672711281604436,0.3612459224798556,True,0.9903379873602135,-0.04388972147451054,-0.012411034863380641
-0.04832031577825546,0.05184423178434372,0.049672711281604436,0.3610765265359385,True,0.9905020091604028,-0.0448947575923965,-0.01231237310928335
-0.04832031577825546,0.06464443355798721,0.049672711281604436,0.3609068131263034,True,0.9906493428345687,-0.045897532560432754,-0.012213218152411628
-0.04832031577825546,0.07744462788105011,0.049672711281604436,0.3607368879577522,True,0.9907799887497922,-0.04689803130901658,-0.012113571981343572
-0.04832031577825546,0.0902448296546936,0.049672711281604436,0.36056684896808855,True,0.9908939477823435,-0.04789624082848981,-0.012013436370475661
-0.03791961818933487,-0.037757158279418945,0.049672711281604436,0.3624094974648088,True,0.9867740490257305,-0.03766453504846717,-0.012552300367429398
-0.03791961818933487,-0.02495696023106575,0.049672711281604436,0.3622416413789017,True,0.9870357679785497,-0.038683155133775696,-0.012456492612208202
-0.03791961818933487,-0.012156760320067406,0.049672711281604436,0.3620728243174529,True,0.987280807352946,-0.03969960114948161,-0.012360183152312763
-0.03791961818933487,0.0006434386596083641,0.049672711281604436,0.3619032031894744,True,0.9875091662400755,-0.040713858554817954,-0.012263373980977021
-0.03791961818933487,0.013443637639284134,0.049672711281604436,0.3617329215885237,True,0.9877208440397821,-0.04172591312218175,-0.012166067051575365
-0.03791961818933487,0.02624383568763733,0.049672711281604436,0.3615621113840657,True,0.9879158403549797,-0.04273575049419308,-0.012068264319787875
-0.03791961818933487,0.039044033735990524,0.049672711281604436,0.3613908939898069,True,0.9880941550533935,-0.04374335647885949,-0.011969967715363676
-0.03791961818933487,0.05184423178434372,0.049672711281604436,0.3612193815470172,True,0.9882557882220857,-0.04474871682936773,-0.011871179163464671
-0.03791961818933487,0.06464443355798721,0.049672711281604436,0.3610476778605415,True,0.9884007402233397,-0.04575181761002758,-0.011771900548729104
-0.03791961818933487,0.07744462788105011,0.049672711281604436,0.3608758795199064,True,0.9885290114959701,-0.04675264373886095,-0.01167213386017601
-0.03791961818933487,0.0902448296546936,0.049672711281604436,0.36070407611092387,True,0.9886406029830536,-0.04775118219455357,-0.011571880872402898
-0.027518922463059425,-0.037757158279418945,0.049672711281604436,0.36256304561796704,True,0.9845382997069878,-0.03751566877856071,-0.012111534210304042
-0.027518922463059425,-0.02495696023106575,0.049672711281604436,0.36239231928122295,True,0.9847975927674709,-0.03853459927825164,-0.012015581656860678
-0.027518922463059425,-0.012156760320067406,0.049672711281604436,0.36222082146453405,True,0.9850402128483923,-0.03955135736320016,-0.011919130525727697
-0.027518922463059425,0.0006434386596083641,0.049672711281604436,0.3620486939976945,True,0.9852661591113819,-0.04056592848031367,-0.011822182810477904
-0.027518922463059425,0.013443637639284134,0.049672711281604436,0.3618760667940143,True,0.9854754310259862,-0.0415782983898065,-0.011724740464788412
-0.027518922463059425,0.02624383568763733,0.049672711281604436,0.36170305929896257,True,0.9856680282651028,-0.042588452722123187,-0.011626805444668572
-0.027518922463059425,0.039044033735990524,0.049672711281604436,0.36152978162861776,True,0.9858439507660207,-0.043596377273192655,-0.011528379680185066
-0.027518922463059425,0.05184423178434372,0.049672711281604436,0.3613563356378341,True,0.9860031986854629,-0.044602057784152695,-0.011429465096834807
-0.027518922463059425,0.06464443355798721,0.049672711281604436,0.3611828157522531,True,0.9861457724546044,-0.045605480307411746,-0.011330063579560337
-0.027518922463059425,0.07744462788105011,0.049672711281604436,0.36100930999980546,True,0.9862716725838275,-0.04660662974876784,-0.011230177117832545
-0.027518922463059425,0.0902448296546936,0.049672711281604436,0.3608359001345937,True,0.986380900082858,-0.04760549307539223,-0.01112980748646088
-0.01711822673678398,-0.037757158279418945,0.049672711281604436,0.36270936444035556,True,0.9822961632313402,-0.03736621256909203,-0.01167024487256313
-0.01711822673678398,-0.02495696023106575,0.049672711281604436,0.3625360137737942,True,0.9825530334632614,-0.03838544939455882,-0.011574148351725738
-0.01711822673678398,-0.012156760320067406,0.049672711281604436,0.36236206790187014,True,0.9827932373739177,-0.03940251546146033,-0.011477556369120751
-0.01711822673678398,0.0006434386596083641,0.049672711281604436,0.36218765442644413,True,0.9830167741952635,-0.0404173962045307,-0.011380470918665713
-0.01711822673678398,0.013443637639284134,0.049672711281604436,0.3620128903871885,True,0.9832236434663941,-0.04143007737195099,-0.011282893954350524
-0.01711822673678398,0.02624383568763733,0.049672711281604436,0.36183788356510327,True,0.9834138449300412,-0.042440544582138084,-0.011184827432523829
-0.01711822673678398,0.039044033735990524,0.049672711281604436,0.36166273349060246,True,0.9835873785928987,-0.04344878361909088,-0.011086273283579522
-0.01711822673678398,0.05184423178434372,0.049672711281604436,0.3614875323971553,True,0.9837442446811953,-0.0444547802120483,-0.01098723343335884
-0.01711822673678398,0.06464443355798721,0.049672711281604436,0.36131236595083477,True,0.9838844436948346,-0.045458520401662726,-0.010887709767118753
-0.01711822673678398,0.07744462788105011,0.049672711281604436,0.3611373141939775,True,0.9840079762156054,-0.04645998908165838,-0.010787704274792628
-0.01711822673678398,0.0902448296546936,0.049672711281604436,0.36096245158417,True,0.9841148433197203,-0.04745917320783753,-0.010687218731414915
-0.006717531010508537,-0.037757158279418945,0.049672711281604436,0.3628486367103699,True,0.980047643905152,-0.03721616624206015,-0.011228434962602039
-0.006717531010508537,-0.02495696023106575,0.049672711281604436,0.3626729025155267,True,0.980302094408729,-0.03823570529805031,-0.011132195303331005
-0.006717531010508537,-0.012156760320067406,0.049672711281604436,0.36249673605606814,True,0.9805398853087408,-0.039253075253036916,-0.011035463287168513
-0.006717531010508537,0.0006434386596083641,0.049672711281604436,0.3623202516305928,True,0.9807610159073104,-0.04026826152972953,-0.010938240908385802
-0.006717531010508537,0.013443637639284134,0.049672711281604436,0.36214355426788825,True,0.9809654858129342,-0.04128124986442503,-0.010840530121294852
-0.006717531010508537,0.02624383568763733,0.049672711281604436,0.3619667408865218,True,0.9811532948380179,-0.042292025863663006,-0.010742332882592584
-0.006717531010508537,0.039044033735990524,0.049672711281604436,0.3617899011749492,True,0.9813244430585061,-0.04330057529966092,-0.010643651123009756
-0.006717531010508537,0.05184423178434372,0.049672711281604436,0.3616131184335346,True,0.9814789307699713,-0.04430688388990484,-0.010544486768740783
-0.006717531010508537,0.06464443355798721,0.049672711281604436,0.3614364702049942,True,0.9816167585408873,-0.045310937663439875,-0.01044484170536907
-0.006717531010508537,0.07744462788105011,0.049672711281604436,0.3612600291334149,True,0.9817379270242809,-0.04631272150206756,-0.010344717923299884
-0.006717531010508537,0.0902448296546936,0.049672711281604436,0.3610838629223021,True,0.9818424373626898,-0.04731222235036201,-0.010244117197804393
0.0036831647157669067,-0.037757158279418945,0.049672711281604436,0.3629810523659257,True,0.977792746063585,-0.03706552961435338,-0.01078610708166215
0.0036831647157669067,-0.02495696023106575,0.049672711281604436,0.36280316928783934,True,0.9780447799754111,-0.03808536679905809,-0.010689725111034639
0.0036831647157669067,-0.012156760320067406,0.049672711281604436,0.36262500358848077,True,0.9782801610607357,-0.039103036541769685,-0.010592853877365568
0.0036831647157669067,0.0006434386596083641,0.049672711281604436,0.362446657238903,True,0.9784988886917012,-0.04011852425332406,-0.010495495375289295
0.0036831647157669067,0.013443637639284134,0.049672711281604436,0.3622682241570094,True,0.978700962546047,-0.041131815658282604,-0.01039765155944751
0.0036831647157669067,0.02624383568763733,0.049672711281604436,0.3620897912275012,True,0.9788863825056962,-0.0421428963514552,-0.010299324386893984
0.0036831647157669067,0.039044033735990524,0.049672711281604436,0.3619114390588045,True,0.9790551487156866,-0.04315175209342756,-0.010200515788706167
0.0036831647157669067,0.05184423178434372,0.049672711281604436,0.3617332427182725,True,0.979207261540773,-0.04415836859008208,-0.010101227691442272
0.0036831647157669067,0.06464443355798721,0.049672711281604436,0.36155527226835815,True,0.9793427216178374,-0.0451627318590007,-0.010001461981022345
0.0036831647157669067,0.07744462788105011,0.049672711281604436,0.3613775935453671,True,0.9794615296709741,-0.046164826770215384,-0.009901220648333061
0.0036831647157669067,0.0902448296546936,0.049672711281604436,0.36120026804141936,True,0.9795636869088854,-0.04716464025721414,-0.009800505468893748
0.01408386044204235,-0.037757158279418945,0.049672711281604436,0.36310680715183197,True,0.9755314740705759,-0.03691430249779962,-0.010343263823813459
0.01408386044204235,-0.02495696023106575,0.049672711281604436,0.36292700277920226,True,0.9757810945635447,-0.037934433702943776,-0.010246740367010346
0.01408386044204235,-0.012156760320067406,0.049672711281604436,0.36274705230232523,True,0.976014069066407,-0.03895239912661781,-0.01014973073000938
0.01408386044204235,0.0006434386596083641,0.049672711281604436,0.362567046370512,True,0.9762303970211663,-0.03996818416793573,-0.010052236907815504
0.01408386044204235,0.013443637639284134,0.049672711281604436,0.362387068710472,True,0.9764300781746509,-0.04098177453987131,-0.009954260855408343
0.01408386044204235,0.02624383568763733,0.049672711281604436,0.36220719701341647,True,0.9766131124781451,-0.04199315582565611,-0.009855804530209518
0.01408386044204235,0.039044033735990524,0.049672711281604436,0.36202750357554087,True,0.9767795001456159,-0.04300231377439006,-0.009756869863650814
0.01408386044204235,0.05184423178434372,0.049672711281604436,0.3618480559327082,True,0.9769292416108379,-0.04400923408050007,-0.009657458782665067
0.01408386044204235,0.06464443355798721,0.049672711281604436,0.36166891730834394,True,0.9770623375789373,-0.04501390275025298,-0.00955757317351733
0.01408386044204235,0.07744462788105011,0.049672711281604436,0.36149014731719603,True,0.9771787888449095,-0.04601630464206121,-0.00945721502758804
0.01408386044204235,0.0902448296546936,0.049672711281604436,0.36131180177673083,True,0.9772785966834506,-0.04701642667846855,-0.009356386120654148
0.024484556168317795,-0.037757158279418945,0.049672711281604436,0.3632261013093052,True,0.9732638323188016,-0.03676248469922333,-0.009899907775938136
0.024484556168317795,-0.02495696023106575,0.049672711281604436,0.36304459541314477,True,0.9735110426020364,-0.03778290581015181,-0.009803243656229864
0.024484556168317795,-0.012156760320067406,0.049672711281604436,0.362863067093243,True,0.9737416137908514,-0.03880116280171287,-0.009706096428180589
0.024484556168317795,0.0006434386596083641,0.049672711281604436,0.3626815966939149,True,0.9739555453969571,-0.03981724106144735,-0.009608468087174128
0.024484556168317795,0.013443637639284134,0.049672711281604436,0.3625002586741538,True,0.9741528372361137,-0.040831126290891785,-0.009510360588537015
0.024484556168317795,0.02624383568763733,0.049672711281604436,0.36231912237063324,True,0.9743334893288037,-0.04184280406184673,-0.009411775890066797
0.024484556168317795,0.039044033735990524,0.049672711281604436,0.36213825252995324,True,0.9744975019577636,-0.04285226011207496,-0.00931271592355975
0.024484556168317795,0.05184423178434372,0.049672711281604436,0.36195770985022313,True,0.9746448756256226,-0.04385948012469627,-0.009213182616331849
0.024484556168317795,0.06464443355798721,0.049672711281604436,0.3617775513475089,True,0.974775611105586,-0.04486445009480971,-0.009113177855004886
0.024484556168317795,0.07744462788105011,0.049672711281604436,0.36159783099051224,True,0.9748897092633747,-0.045867154869357246,-0.009012703631460792
0.024484556168317795,0.0902448296546936,0.049672711281604436,0.3614185994473833,True,0.9749871714395177,-0.046867581360082435,-0.008911761721747282
0.03488525003194809,-0.037757158279418945,0.049672711281604436,0.36333913830351866,True,0.9709898256374716,-0.03661007604784558,-0.009456041597251707
0.03488525003194809,-0.02495696023106575,0.049672711281604436,0.3631561422127655,True,0.9712346289566787,-0.037630782943563104,-0.009359237636009432
0.03488525003194809,-0.012156760320067406,0.049672711281604436,0.36297323493408395,True,0.9714628001364091,-0.03864932738365901,-0.009261953627315125
0.03488525003194809,0.0006434386596083641,0.049672711281604436,0.362790487517463,True,0.9716743387579218,-0.039665694744251724,-0.009164191566940929
0.03488525003194809,0.013443637639284134,0.049672711281604436,0.36260796606740897,True,0.971869244705748,-0.040679870715588706,-0.009065953410568709
0.03488525003194809,0.02624383568763733,0.049672711281604436,0.36242573239198766,True,0.9720475180694075,-0.04169184085818961,-0.008967241116379688
0.03488525003194809,0.039044033735990524,0.049672711281604436,0.36224384443606705,True,0.972209159200242,-0.042701590898627816,-0.008868056616545576
0.03488525003194809,0.05184423178434372,0.049672711281604436,0.36206235673797627,True,0.9723541686695707,-0.043709106508863574,-0.00876840183877322
0.03488525003194809,0.06464443355798721,0.049672711281604436,0.36188132072188056,True,0.9724825473185087,-0.04471437367297417,-0.008668278670052074
